지점,지점명,일시,평균기온(°C),강수 계속시간(hr),평균 이슬점온도(°C),평균 상대습도(%),일 최심적설(cm)
217,정선군,2024-05-28,13.7,,6.8,66.8,
217,정선군,2024-05-29,16.9,,8,61.4,
217,정선군,2024-05-30,18.2,,10.1,63,
217,정선군,2024-05-31,20.9,,9,52.3,
217,정선군,2024-06-01,17.7,,9.9,62.1,
217,정선군,2024-06-02,16.1,,9.7,67.6,
217,정선군,2024-06-03,16.5,,7.5,59.6,
217,정선군,2024-06-04,17.5,,5.6,53.3,
217,정선군,2024-06-05,19,,11,65.6,
217,정선군,2024-06-06,18.1,,12.8,74.5,
217,정선군,2024-06-07,20.2,,12.2,64.4,
217,정선군,2024-06-08,18.4,,15.2,82.3,
217,정선군,2024-06-09,22.3,,15.1,67.6,
217,정선군,2024-06-10,23.3,,15,62.9,
217,정선군,2024-06-11,24.9,,16,60.5,
217,정선군,2024-06-12,25.1,,11.9,52.4,
217,정선군,2024-06-13,23.2,,15.2,66.8,
217,정선군,2024-06-14,24.6,,14.7,60.4,
217,정선군,2024-06-15,21.5,,16.9,76.8,
217,정선군,2024-06-16,21.9,,13.1,62.6,
217,정선군,2024-06-17,21.4,,12.8,62.5,
217,정선군,2024-06-18,24,,13.7,57.8,
217,정선군,2024-06-19,26.1,,14.4,55.8,
217,정선군,2024-06-20,25.2,,15.2,59,
217,정선군,2024-06-21,24.4,,16.5,64.6,
217,정선군,2024-06-22,21.2,,18.2,83.8,
217,정선군,2024-06-23,23,,19.6,82,
217,정선군,2024-06-24,24.6,,16,61.8,
217,정선군,2024-06-25,20.9,,12.1,59.6,
217,정선군,2024-06-26,22.3,,13.8,63.1,
217,정선군,2024-06-27,22.3,,15.8,69.8,
217,정선군,2024-06-28,23.3,,13.9,61.6,
217,정선군,2024-06-29,24.7,,16.7,65.3,
217,정선군,2024-06-30,24.5,,19.8,75.6,
217,정선군,2024-07-01,25.5,,19,69.9,
217,정선군,2024-07-02,20.2,,18.2,88.9,
217,정선군,2024-07-03,24.1,,19.4,76,
217,정선군,2024-07-04,26.4,,19.4,66.4,
217,정선군,2024-07-05,24.9,,18.2,67.3,
217,정선군,2024-07-06,25.4,,20.7,75.8,
217,정선군,2024-07-07,23.3,,20,82.4,
217,정선군,2024-07-08,22.9,,20.6,87.5,
217,정선군,2024-07-09,22.5,,20.3,88.4,
217,정선군,2024-07-10,23.9,,19.6,78.9,
217,정선군,2024-07-11,24.5,,19.2,74.6,
217,정선군,2024-07-12,25.6,,19.4,71,
217,정선군,2024-07-13,25.3,,18.4,69.1,
217,정선군,2024-07-14,22.7,,18,75.8,
217,정선군,2024-07-15,24.5,,19.2,73.1,
217,정선군,2024-07-16,25.7,,20.3,74,
217,정선군,2024-07-17,24.7,,21.2,81.9,
217,정선군,2024-07-18,24.2,,21.4,84.9,
217,정선군,2024-07-19,25.7,,20.6,75.1,
217,정선군,2024-07-20,25.9,,20.8,75,
217,정선군,2024-07-21,27.4,,20.8,68.4,
217,정선군,2024-07-22,27,,22.2,76.1,
217,정선군,2024-07-23,25.4,,21.8,81,
217,정선군,2024-07-24,25.6,,22.1,81.9,
217,정선군,2024-07-25,27.8,,22.5,74.9,
217,정선군,2024-07-26,28.9,,23.1,72.9,
217,정선군,2024-07-27,27.3,,23.4,80.3,
217,정선군,2024-07-28,28.4,,22.4,71.6,
217,정선군,2024-07-29,28,,21.9,69.9,
217,정선군,2024-07-30,26.2,,22.1,78.8,
217,정선군,2024-07-31,27.9,,21.7,71.5,
217,정선군,2024-08-01,28.3,,22.5,72.9,
217,정선군,2024-08-02,29.2,,23.6,73.8,
217,정선군,2024-08-03,29.4,,23.4,72.4,
217,정선군,2024-08-04,29,,22.7,70.6,
217,정선군,2024-08-05,27.8,,22.7,75.5,
217,정선군,2024-08-06,25.5,,22.2,82.3,
217,정선군,2024-08-07,26.5,,22.6,80.4,
217,정선군,2024-08-08,26.5,,22.8,81.3,
217,정선군,2024-08-09,28.4,,22.2,71.8,
217,정선군,2024-08-10,28.4,,22.5,72.6,
217,정선군,2024-08-11,29.1,,22.1,68.6,
217,정선군,2024-08-12,28.4,,21.8,69.4,
217,정선군,2024-08-13,27.8,,19.7,64.9,
217,정선군,2024-08-14,27.5,,20.7,68.5,
217,정선군,2024-08-15,27,,20.3,69,
217,정선군,2024-08-16,26.3,,20,70.6,
217,정선군,2024-08-17,26.8,,20.5,70.9,
217,정선군,2024-08-18,27.7,,20.9,70,
217,정선군,2024-08-19,28.6,,20.8,66.5,
217,정선군,2024-08-20,27.6,,23.1,78.1,
217,정선군,2024-08-21,26.8,,24.1,85.9,
217,정선군,2024-08-22,28.9,,23,71.4,
217,정선군,2024-08-23,26.9,,21.4,73.1,
217,정선군,2024-08-24,27.3,,21.8,74.4,
217,정선군,2024-08-25,27,,20.9,72,
217,정선군,2024-08-26,25.9,,21.9,79.8,
217,정선군,2024-08-27,22.5,,20.6,89.6,
217,정선군,2024-08-28,23.1,,18.5,76.8,
217,정선군,2024-08-29,23.8,,20.2,81.4,
217,정선군,2024-08-30,25.2,,21.3,80.9,
217,정선군,2024-08-31,24.5,,18.5,71.8,
217,정선군,2024-09-01,23.7,,17.9,72.9,
217,정선군,2024-09-02,22.6,,17.8,75.4,
217,정선군,2024-09-03,22.6,,15.3,65.6,
217,정선군,2024-09-04,22.4,,14.8,67.5,
217,정선군,2024-09-05,23.9,,18.5,73.8,
217,정선군,2024-09-06,22,,18.1,78.9,
217,정선군,2024-09-07,23.9,,19.2,77.4,
217,정선군,2024-09-08,25.3,,19.3,71.8,
217,정선군,2024-09-09,26.6,,20.9,73,
217,정선군,2024-09-10,27.4,,20,67.4,
217,정선군,2024-09-11,26.3,,21.1,75.8,
217,정선군,2024-09-12,22.9,,21.3,90.9,
217,정선군,2024-09-13,25.7,,22.2,82.6,
217,정선군,2024-09-14,25.5,,23.3,88.3,
217,정선군,2024-09-15,23.5,,19.6,79.3,
217,정선군,2024-09-16,24.8,,20.6,78.5,
217,정선군,2024-09-17,26,,23.5,87.5,
217,정선군,2024-09-18,25,,23,89.5,
217,정선군,2024-09-19,25.9,,22.8,84.6,
217,정선군,2024-09-20,23.1,,20.7,87,
217,정선군,2024-09-21,18,,16.7,92.3,
217,정선군,2024-09-22,18.4,,14.3,77.9,
217,정선군,2024-09-23,16.1,,10.1,70.1,
217,정선군,2024-09-24,16.8,,11.7,75.4,
217,정선군,2024-09-25,19.1,,15.4,81.1,
217,정선군,2024-09-26,20.9,,17,80.3,
217,정선군,2024-09-27,21.2,,16.7,77.6,
217,정선군,2024-09-28,19.3,,14,73.3,
217,정선군,2024-09-29,18.1,,13.9,77.9,
217,정선군,2024-09-30,17,,12,75.9,
217,정선군,2024-10-01,15.6,,10.3,72.6,
217,정선군,2024-10-02,12.9,,5.6,66.1,
217,정선군,2024-10-03,12,,9.7,87,
217,정선군,2024-10-04,14.4,,9.7,77.9,
217,정선군,2024-10-05,14.3,,9.7,77.6,
217,정선군,2024-10-06,13.7,,11.3,85.9,
217,정선군,2024-10-07,15.8,,12,79.9,
217,정선군,2024-10-08,16,,11.3,75.4,
217,정선군,2024-10-09,14.1,,9.8,78.3,
217,정선군,2024-10-10,14.5,,9.5,75.9,
217,정선군,2024-10-11,14.4,,10.4,79.5,
217,정선군,2024-10-12,14.2,,10.2,79.9,
217,정선군,2024-10-13,15,,10.5,77.1,
217,정선군,2024-10-14,14.9,,13,89.1,
217,정선군,2024-10-15,16.8,,14.7,88.5,
217,정선군,2024-10-16,16.4,,12.8,81.1,
217,정선군,2024-10-17,14.8,,11.6,82.9,
217,정선군,2024-10-18,14.1,,12.3,89.9,
217,정선군,2024-10-19,12.9,,9.8,82,
217,정선군,2024-10-20,9.6,,3.5,66.4,
217,정선군,2024-10-21,12.9,,9.5,81.4,
217,정선군,2024-10-22,14.5,,13.5,94,
217,정선군,2024-10-23,12,,6.7,71.5,
217,정선군,2024-10-24,9.5,,5.9,81.1,
217,정선군,2024-10-25,11.6,,7.4,79.4,
217,정선군,2024-10-26,13.5,,9.4,79.1,
217,정선군,2024-10-27,12.8,,9.8,83.4,
217,정선군,2024-10-28,12.5,,8.8,79.3,
217,정선군,2024-10-29,10.9,,6.4,77.4,
217,정선군,2024-10-30,11.2,,6.2,76,
217,정선군,2024-10-31,10,,5.3,77.1,
217,정선군,2024-11-01,9.4,,7.2,86.8,
217,정선군,2024-11-02,13.5,,10,80.3,
217,정선군,2024-11-03,12.2,,7.4,76,
217,정선군,2024-11-04,13.4,,6.6,66.6,
217,정선군,2024-11-05,10.1,,5.1,72.9,
217,정선군,2024-11-06,5,,-3.6,60.6,
217,정선군,2024-11-07,4.8,,-1.5,69.5,
217,정선군,2024-11-08,7.2,,2.3,75.3,
217,정선군,2024-11-09,9,,5,78.8,
217,정선군,2024-11-10,8.9,,5.5,81.9,
217,정선군,2024-11-11,10.3,,6,78.8,
217,정선군,2024-11-12,11.5,,3.8,64.8,
217,정선군,2024-11-13,9.5,,4.5,75,
217,정선군,2024-11-14,11,,6.7,77.1,
217,정선군,2024-11-15,12.4,,7.7,75.6,
217,정선군,2024-11-16,15,,8.8,69.8,
217,정선군,2024-11-17,10.6,,2.5,57.5,
217,정선군,2024-11-18,1.3,,-7.2,58.5,
217,정선군,2024-11-19,1.8,,-3.2,71.5,
217,정선군,2024-11-20,3.7,,-1.3,72.8,
217,정선군,2024-11-21,5.4,,0.3,71.9,
217,정선군,2024-11-22,5.4,,-2.9,57.5,
217,정선군,2024-11-23,1.6,,-3.2,72.1,
217,정선군,2024-11-24,2.1,,-2.8,73.3,
217,정선군,2024-11-25,4.1,,-1.1,72.3,
217,정선군,2024-11-26,5.4,,0.4,71.4,
217,정선군,2024-11-27,-0.8,,-5.7,69.6,
217,정선군,2024-11-28,-0.4,,-5.2,70.6,
217,정선군,2024-11-29,-0.7,,-8.1,57.8,
217,정선군,2024-11-30,2.1,,-4.7,62.3,
217,정선군,2024-12-01,3.4,,1,85.4,
217,정선군,2024-12-02,6.8,,2.3,74.5,
217,정선군,2024-12-03,1.4,,-9.5,47,
217,정선군,2024-12-04,0.7,,-12.9,37.9,
217,정선군,2024-12-05,2.4,,-9.1,43.1,
217,정선군,2024-12-06,1.5,,-16.4,27.1,
217,정선군,2024-12-07,-0.9,,-14.4,36.3,
217,정선군,2024-12-08,-3,,-14.6,43,
217,정선군,2024-12-09,-4,,-12.7,55.6,
217,정선군,2024-12-10,-3.1,,-9.8,63,
217,정선군,2024-12-11,-0.2,,-5.4,68.9,
217,정선군,2024-12-12,-0.1,,-8.3,58.8,
217,정선군,2024-12-13,-0.5,,-15.1,32.9,
217,정선군,2024-12-14,-3.2,,-15.5,40.3,
217,정선군,2024-12-15,-0.4,,-11.2,44.5,
217,정선군,2024-12-16,-1.7,,-12.2,45.5,
217,정선군,2024-12-17,-2.5,,-13.5,43.6,
217,정선군,2024-12-18,-5.1,,-13.9,53.9,
217,정선군,2024-12-19,-4.9,,-12.3,59.4,
217,정선군,2024-12-20,-3,,-9.5,62.4,
217,정선군,2024-12-21,-2.1,,-6.9,70.1,
217,정선군,2024-12-22,-7.2,,-14.7,56.4,
217,정선군,2024-12-23,-5.7,,-12.9,61,
217,정선군,2024-12-24,-5.2,,-11.8,64.1,
217,정선군,2024-12-25,-2.8,,-9.4,62.6,
217,정선군,2024-12-26,0.5,,-12.1,40.3,
217,정선군,2024-12-27,-4.8,,-17.2,38.1,
217,정선군,2024-12-28,-5,,-18.1,36,
217,정선군,2024-12-29,-2.2,,-11.6,50.6,
217,정선군,2024-12-30,3.6,,-3.5,59.9,
217,정선군,2024-12-31,-0.5,,-14.1,37.5,
217,정선군,2025-01-01,-1.7,,-9,59,
217,정선군,2025-01-02,-1.9,,-12,52.8,
217,정선군,2025-01-03,-3.6,,-17.4,35.3,
217,정선군,2025-01-04,-5,,-13.6,54.6,
217,정선군,2025-01-05,-4.4,,-7.4,80.4,
217,정선군,2025-01-06,-1,,-5.9,70.8,
217,정선군,2025-01-07,-4.9,,-15.4,44,
217,정선군,2025-01-08,-5.1,,-14.8,46.9,
217,정선군,2025-01-09,-11.8,,-25.8,31.3,
217,정선군,2025-01-10,-13.1,,-21,53.6,
217,정선군,2025-01-11,-10.9,,-17,63.5,
217,정선군,2025-01-12,-7.8,,-14.9,61.1,
217,정선군,2025-01-13,-4.8,,-9.8,69.3,
217,정선군,2025-01-14,0.9,,-4.8,67,
217,정선군,2025-01-15,-5.1,,-20.5,29.3,
217,정선군,2025-01-16,-4.8,,-10.5,64.3,
217,정선군,2025-01-17,-4.4,,-10.3,67.5,
217,정선군,2025-01-18,-3.8,,-11.2,62.1,
217,정선군,2025-01-19,-3.4,,-9.3,67,
217,정선군,2025-01-20,-2.9,,-7.7,72.6,
217,정선군,2025-01-21,-3,,-7.6,73.6,
217,정선군,2025-01-22,-2.2,,-7.2,71.1,
217,정선군,2025-01-23,-3.2,,-10.2,64,
217,정선군,2025-01-24,-2.3,,-9.5,64.9,
217,정선군,2025-01-25,1.1,,-4.9,65,
217,정선군,2025-01-26,0.3,,-5.5,65.5,
217,정선군,2025-01-27,-2.6,,-6.1,77.5,
217,정선군,2025-01-28,-5.5,,-10.2,69.6,
217,정선군,2025-01-29,-6.6,,-15.3,51.8,
217,정선군,2025-01-30,-4.2,,-16.4,39.4,
217,정선군,2025-01-31,-2.6,,-5.5,80.6,
217,정선군,2025-02-01,-0.5,,-3.2,83,
217,정선군,2025-02-02,0,,-5.5,70,
217,정선군,2025-02-03,-4.5,,-16.5,41.3,
217,정선군,2025-02-04,-10.4,,-21.5,40.6,
217,정선군,2025-02-05,-10.3,,-23.8,34.3,
217,정선군,2025-02-06,-8.4,,-19.3,45.8,
217,정선군,2025-02-07,-11,,-18.6,57.1,
217,정선군,2025-02-08,-11.6,,-19.7,52.4,
217,정선군,2025-02-09,-10.2,,-16.9,60.6,
217,정선군,2025-02-10,-6.4,,-13.4,61.4,
217,정선군,2025-02-11,-5.7,,-13.1,61,
217,정선군,2025-02-12,-1.9,,-7.4,66.6,
217,정선군,2025-02-13,-2.1,,-15.8,36.3,
217,정선군,2025-02-14,-0.8,,-8.9,58.3,
217,정선군,2025-02-15,-0.6,,-10.5,55.3,
217,정선군,2025-02-16,1.3,,-6.3,59.8,
217,정선군,2025-02-17,-1.1,,-18.7,27.3,
217,정선군,2025-02-18,-3.9,,-19.8,29.9,
217,정선군,2025-02-19,-5.3,,-17.9,38.9,
217,정선군,2025-02-20,-6.3,,-17.7,44.3,
217,정선군,2025-02-21,-5.8,,-17.5,43.4,
217,정선군,2025-02-22,-4.1,,-18.3,34.4,
217,정선군,2025-02-23,-6,,-18.5,40.1,
217,정선군,2025-02-24,-4.6,,-17.2,40.1,
217,정선군,2025-02-25,-1.5,,-11.2,49.5,
217,정선군,2025-02-26,3,,-12.7,34,
217,정선군,2025-02-27,1.6,,-15.8,33.4,
217,정선군,2025-02-28,2.9,,-6.2,54.9,
217,정선군,2025-03-03,-1.6,,-6.8,68.3,
217,정선군,2025-03-04,-0.9,,-4.6,76.3,
217,정선군,2025-03-05,1.1,,-3.5,72.5,
217,정선군,2025-03-06,-0.7,,-4.4,77.4,
217,정선군,2025-03-07,1.3,,-5.2,65.6,
217,정선군,2025-03-08,2.5,,-4,65.1,
217,정선군,2025-03-09,2.4,,-5.8,61.4,
217,정선군,2025-03-10,3.5,,-5.3,60.5,
217,정선군,2025-03-11,5.1,,-5.4,55.8,
217,정선군,2025-03-12,7.3,,-2,54.5,
217,정선군,2025-03-13,6.7,,-7.1,47.6,
217,정선군,2025-03-14,5.6,,-5.1,52.9,
217,정선군,2025-03-15,5.7,,-3.2,54.5,
217,정선군,2025-03-16,1.9,,-2.1,75.4,
217,정선군,2025-03-17,-0.8,,-7.1,65.6,
217,정선군,2025-03-18,-2.1,,-4.7,83.1,
217,정선군,2025-03-19,-1.7,,-9.4,59.8,
217,정선군,2025-03-20,4.1,,-5.3,53,
217,정선군,2025-03-21,12,,-3.4,40,
217,정선군,2025-03-22,12.5,,-2.9,39.3,
217,정선군,2025-03-23,12.3,,-2.2,43,
217,정선군,2025-03-24,14.4,,1.1,45.4,
217,정선군,2025-03-25,13.7,,0.7,47,
217,정선군,2025-03-26,12.9,,-3.2,40,
217,정선군,2025-03-27,15.1,,8.1,64.1,
217,정선군,2025-03-28,3.5,,0.5,81.8,
217,정선군,2025-03-29,0.7,,-10.2,51.6,
217,정선군,2025-03-30,0.6,,-13.1,36.8,
217,정선군,2025-03-31,4.8,,-7.2,46.9,
217,정선군,2025-04-01,6.9,,-6.4,47,
217,정선군,2025-04-02,6.5,,-4.1,56.3,
217,정선군,2025-04-03,7.3,,-1.5,60.3,
217,정선군,2025-04-04,7.5,,-2.1,56.8,
217,정선군,2025-04-05,5.8,,0.6,72.5,
217,정선군,2025-04-06,10,,-1.9,47.3,
217,정선군,2025-04-07,11.2,,-2.6,43.5,
217,정선군,2025-04-08,13.4,,-1.2,38.8,
217,정선군,2025-04-09,10.8,,-0.4,52.8,
217,정선군,2025-04-10,10.9,,3.6,65.1,
217,정선군,2025-04-11,13.1,,0.8,52.8,
217,정선군,2025-04-12,13.8,,0,48.4,
217,정선군,2025-04-13,2.4,,-2,72.4,
217,정선군,2025-04-14,3.1,,-1.8,70.9,
217,정선군,2025-04-15,7.1,,-3.4,51,
217,정선군,2025-04-16,12.2,,1.6,53.3,
217,정선군,2025-04-17,18.2,,7.8,54.4,
217,정선군,2025-04-18,20.1,,8.5,52,
217,정선군,2025-04-19,19.4,,11.3,62.6,
217,정선군,2025-04-20,15.9,,9.7,69.9,
217,정선군,2025-04-21,16.7,,8.2,63.5,
217,정선군,2025-04-22,14.1,,11.5,84.8,
217,정선군,2025-04-23,14.1,,5.3,60,
217,정선군,2025-04-24,14.5,,2.3,50.5,
217,정선군,2025-04-25,11.2,,-8.2,28.3,
217,정선군,2025-04-26,12.9,,-1.9,40.3,
217,정선군,2025-04-27,14.6,,-3.4,35.3,
217,정선군,2025-04-28,12.4,,-1.7,39.9,
217,정선군,2025-04-29,11.7,,-2,46.4,
217,정선군,2025-04-30,15.6,,1.1,45.8,
217,정선군,2025-05-01,13.5,,6.6,67.1,
217,정선군,2025-05-02,13.2,,1.8,48.9,
217,정선군,2025-05-03,9.3,,4.6,73.4,
217,정선군,2025-05-04,12.4,,-1.1,46.8,
217,정선군,2025-05-05,9.9,,-0.1,56,
217,정선군,2025-05-06,9.8,,2.1,63.6,
217,정선군,2025-05-07,12.3,,3.4,61.1,
217,정선군,2025-05-08,15.1,,3.8,54.1,
217,정선군,2025-05-09,12.2,,9.9,86.6,
217,정선군,2025-05-10,11.9,,9,82.9,
217,정선군,2025-05-11,12.9,,8.8,78,
217,정선군,2025-05-12,15.2,,5.2,59.5,
217,정선군,2025-05-13,16,,4.9,55.5,
217,정선군,2025-05-14,18.9,,4.4,47.9,
217,정선군,2025-05-15,19.8,,14.3,71.5,
217,정선군,2025-05-16,19.6,,16.1,81.6,
217,정선군,2025-05-17,19.5,,13.7,71.4,
217,정선군,2025-05-18,15.5,,5.1,54.5,
217,정선군,2025-05-19,16.3,,7.7,61.8,
217,정선군,2025-05-20,23.1,,16.3,67.4,
217,정선군,2025-05-21,23.6,,17.1,69.5,
217,정선군,2025-05-22,15.9,,8.1,64,
217,정선군,2025-05-23,14.2,,6,60.8,
217,정선군,2025-05-24,10.9,,7.9,82.8,
217,정선군,2025-05-25,14.8,,8.3,69.4,
217,정선군,2025-05-26,16.4,,7.4,63.6,
217,정선군,2025-05-27,17.2,,9,64.4,
217,정선군,2025-05-31,16.5,,6.8,58.1,
217,정선군,2025-06-01,19.9,,9.9,57.5,
217,정선군,2025-06-02,17.8,,13.4,76.3,
217,정선군,2025-06-03,20.1,,9.6,53.9,
217,정선군,2025-06-04,17.7,,5.2,48.5,
217,정선군,2025-06-05,18.9,,9.1,57.9,
217,정선군,2025-06-06,21.1,,9.7,53.5,
217,정선군,2025-06-07,20.8,,11.6,59.8,
217,정선군,2025-06-08,22.8,,13.6,60.3,
217,정선군,2025-06-09,23.2,,13.3,59.1,
217,정선군,2025-06-10,22.5,,14.1,61.4,
217,정선군,2025-06-11,22.3,,10.5,51,
217,정선군,2025-06-12,22.2,,11.7,55.3,
217,정선군,2025-06-13,21.9,,13.3,63.4,
217,정선군,2025-06-14,22.9,,17.8,75.6,
217,정선군,2025-06-15,25.4,,18.6,68.4,
217,정선군,2025-06-16,23.5,,19.1,77,
221,제천,2023-01-01,-2.4,,-10.1,61,9.2
221,제천,2023-01-02,-7.7,,-14.8,60,8.4
221,제천,2023-01-03,-9.6,,-15,69,8.5
221,제천,2023-01-04,-8,,-13.7,68,8.5
221,제천,2023-01-05,-7.1,,-10.3,79.6,
221,제천,2023-01-06,-4.8,,-7.9,80.8,
221,제천,2023-01-07,-1,,-2.6,89.8,
221,제천,2023-01-08,-3.6,,-5.9,85.8,
221,제천,2023-01-09,0.5,,-3.1,78.9,
221,제천,2023-01-10,-2.6,,-6.1,79.9,
221,제천,2023-01-11,-2.4,,-6.2,78.5,
221,제천,2023-01-12,-0.3,,-6.3,70.9,
221,제천,2023-01-13,3.8,,3.6,99.5,
221,제천,2023-01-14,5,,2.5,84.9,
221,제천,2023-01-15,-0.3,,-1.2,93.6,
221,제천,2023-01-16,-5.4,,-7.9,82.6,
221,제천,2023-01-17,-5.3,,-8.4,80,
221,제천,2023-01-18,-4.3,,-7.5,80.5,
221,제천,2023-01-19,-4.3,,-7.5,80.4,
221,제천,2023-01-20,-3.4,,-13,51.4,
221,제천,2023-01-21,-7.3,,-13.6,65,
221,제천,2023-01-22,-3.5,,-9.5,64.9,
221,제천,2023-01-23,-1.4,,-6.5,70.1,
221,제천,2023-01-24,-13,,-23.1,43.3,
221,제천,2023-01-25,-14.3,,-22.3,52.9,
221,제천,2023-01-26,-9.1,,-11.7,81.9,
221,제천,2023-01-27,-9.9,,-16.3,63.5,
221,제천,2023-01-28,-8.9,,-15,64.4,
221,제천,2023-01-29,-4.5,,-8,77.9,
221,제천,2023-01-30,-4.2,,-11.9,59.1,
221,제천,2023-01-31,-2,,-7,71.3,
221,제천,2023-02-01,1.5,,-6.1,60.8,
221,제천,2023-02-02,-4.3,,-9.9,67.4,
221,제천,2023-02-03,-3,,-11.7,54.8,
221,제천,2023-02-04,-4.1,,-10.3,65.6,
221,제천,2023-02-05,-3.6,,-7.6,76.4,
221,제천,2023-02-06,-1.7,,-6.7,73.5,
221,제천,2023-02-07,-0.6,,-6.6,69.3,
221,제천,2023-02-08,-1.9,,-6.9,72.8,
221,제천,2023-02-09,0.6,,-5.5,67.1,
221,제천,2023-02-10,1.4,,0.1,92.4,
221,제천,2023-02-11,-1.2,,-2.9,89.5,
221,제천,2023-02-12,1.2,,-2.9,77,
221,제천,2023-02-13,4,,-1.3,68.4,
221,제천,2023-02-14,0.8,,-4.1,71.4,
221,제천,2023-02-15,0.9,,-6,60.5,
221,제천,2023-02-16,-0.1,,-3.9,75.9,
221,제천,2023-02-17,0.7,,-5.5,68.1,
221,제천,2023-02-18,3.8,,-3.8,58.6,
221,제천,2023-02-19,2.6,,-5.6,57.3,
221,제천,2023-02-20,-2.1,,-13.1,49.6,
221,제천,2023-02-21,-3.8,,-13.1,54.5,
221,제천,2023-02-22,-0.8,,-8.8,57.6,
221,제천,2023-02-23,1.4,,-6.6,57.4,
221,제천,2023-02-24,1.6,,-6.8,58.5,
221,제천,2023-02-25,-1.3,,-9.6,58.4,
221,제천,2023-02-26,-1.4,,-10,57.8,
221,제천,2023-02-27,1.3,,-9.1,53.4,
221,제천,2023-02-28,2.9,,-6.3,58.9,
221,제천,2023-03-01,4.3,,-3.4,61.1,
221,제천,2023-03-02,0.9,,-13.6,35.5,
221,제천,2023-03-03,1.3,,-5.9,62.4,
221,제천,2023-03-04,3.1,,-3,69.6,
221,제천,2023-03-05,4.4,,-3.3,63.9,
221,제천,2023-03-06,4.7,,-6.4,53.9,
221,제천,2023-03-07,8.2,,-1.1,55.5,
221,제천,2023-03-08,8.8,,0.6,62.4,
221,제천,2023-03-09,9.9,,3,67,
221,제천,2023-03-10,10.1,,0,58.4,
221,제천,2023-03-11,12.1,,-0.2,50.8,
221,제천,2023-03-12,4.3,,-0.4,72.5,
221,제천,2023-03-13,1,,-11.9,40.1,
221,제천,2023-03-14,5.1,,-6.5,51.6,
221,제천,2023-03-15,8.2,,1.5,65.8,
221,제천,2023-03-16,4.5,,-12.7,30.4,
221,제천,2023-03-17,4.8,,-7.4,46.4,
221,제천,2023-03-18,7.3,,-5.8,44.4,
221,제천,2023-03-19,5.3,,-3.5,59.3,
221,제천,2023-03-20,6.3,,-4.4,54.1,
221,제천,2023-03-21,9.1,,-3.6,48,
221,제천,2023-03-22,13.9,,4.6,57.4,
221,제천,2023-03-23,13.1,,11.8,92.4,
221,제천,2023-03-24,9.5,,5.7,78.8,
221,제천,2023-03-25,8.5,,4.8,78.3,
221,제천,2023-03-26,8.9,,-3,53.1,
221,제천,2023-03-27,5.1,,-7.8,45.1,
221,제천,2023-03-28,6.1,,-3.8,54.5,
221,제천,2023-03-29,9,,-2.6,51.5,
221,제천,2023-03-30,10.5,,-4.6,43,
221,제천,2023-03-31,11.4,,-2.1,45.9,
221,제천,2023-04-01,13.2,,0.2,47.3,
221,제천,2023-04-02,12.8,,-1.6,40.8,
221,제천,2023-04-03,12.9,,-2,39.9,
221,제천,2023-04-04,13.8,,1.7,49.5,
221,제천,2023-04-05,12.5,,11.6,94.9,
221,제천,2023-04-06,8.1,,7.5,96.6,
221,제천,2023-04-07,7.9,,1.2,65.8,
221,제천,2023-04-08,6,,-4.9,51.6,
221,제천,2023-04-09,8.2,,-3,52,
221,제천,2023-04-10,9.9,,-1.8,52.3,
221,제천,2023-04-11,12,,7.3,74.5,
221,제천,2023-04-12,8.4,,-7.4,37.9,
221,제천,2023-04-13,9.1,,-4.7,46.6,
221,제천,2023-04-14,13.9,,-1.7,43.5,
221,제천,2023-04-15,10.1,,5.6,76.3,
221,제천,2023-04-16,8.6,,5.1,81.3,
221,제천,2023-04-17,9.8,,1.9,64.9,
221,제천,2023-04-18,11.1,,9.1,89.6,
221,제천,2023-04-19,17,,8.9,66.3,
221,제천,2023-04-20,16.7,,13.6,83.5,
221,제천,2023-04-21,13.7,,4.4,57.9,
221,제천,2023-04-22,12.6,,-2,42.6,
221,제천,2023-04-23,12.2,,0.4,50.5,
221,제천,2023-04-24,12.4,,3.1,54.9,
221,제천,2023-04-25,7,,5.1,88.6,
221,제천,2023-04-26,7.4,,4,80.9,
221,제천,2023-04-27,9.9,,1.8,66.3,
221,제천,2023-04-28,14.1,,3.6,58.9,
221,제천,2023-04-29,12.5,,10.6,89.1,
221,제천,2023-04-30,12.8,,3.6,57.3,
221,제천,2023-05-01,12.3,,2.7,58.8,
221,제천,2023-05-02,13.1,,1.8,55.8,
221,제천,2023-05-03,16.4,,4.4,51,
221,제천,2023-05-04,17.9,,10.9,65.8,
221,제천,2023-05-05,17.7,,17.4,98.3,
221,제천,2023-05-06,11.2,,8.8,85.9,
221,제천,2023-05-07,10.2,,3.5,65.5,
221,제천,2023-05-08,11.9,,3.6,64.5,
221,제천,2023-05-09,14.4,,6,63.6,
221,제천,2023-05-10,15.1,,5.4,61,
221,제천,2023-05-11,16.1,,6.7,61.4,
221,제천,2023-05-12,17,,7.6,59.5,
221,제천,2023-05-13,16.9,,7.9,60.1,
221,제천,2023-05-14,15.6,,8.2,66.3,
221,제천,2023-05-15,17.4,,7.7,60.8,
221,제천,2023-05-16,20.3,,11.3,61.4,
221,제천,2023-05-17,20.5,,9.7,56.4,
221,제천,2023-05-18,18.2,,12.7,72.4,
221,제천,2023-05-19,18.9,,11.9,65,
